nazwa;typ;gmina;powiat;woj;teryt
Augustowo;wieś;Rydzyna;leszczyński;wielkopolskie;376047
Augustowo;wieś;Kwilcz;międzychodzki;wielkopolskie;587703
Augustowo;wieś;Krajenka;złotowski;wielkopolskie;526618
Augustów;wieś;Drzewica;opoczyński;łódzkie;618220
Augustów;wieś;Rząśnia;pajęczański;łódzkie;550841
Augustów;wieś;Grabów nad Pilicą;kozienicki;mazowieckie;621452
Augustów;wieś;Krasne;przasnyski;mazowieckie;117274
Augustów;wieś;Kowala;radomski;mazowieckie;626900
Augustów;wieś;Pionki;radomski;mazowieckie;630505
Augustów;miasto;Augustów m;augustowski;podlaskie;977539
Augustówek;wieś;Czosnów;nowodworski;mazowieckie;1130
Augustówka;wieś;Siemień;parczewski;lubelskie;19181
Augustówka;wieś;Osieck;otwocki;mazowieckie;683105
Augustynka;wieś;Nurzec-Stacja;siemiatycki;podlaskie;37687
Augustynowo;wieś;Izbica Kujawska;włocławski;kujawsko-pomorskie;862836
Augustynów;wieś;Bełchatów;bełchatowski;łódzkie;535215
Augustynów;wieś;Warta;sieradzki;łódzkie;715070
Augustynów;wieś;Lututów;wieruszowski;łódzkie;706355
Augustynów;wieś;Dąbie;kolski;wielkopolskie;282257
Augustynów;wieś;Zagórów;słupecki;wielkopolskie;301256
Augustyny;wieś;Orneta;lidzbarski;warmińsko-mazurskie;153689
Auguścin;wieś;Wyrzysk;pilski;wielkopolskie;533280
Aulakowszczyzna;wieś;Korycin;sokólski;podlaskie;32170
Aurelin;wieś;Uchanie;hrubieszowski;lubelskie;903819
Awajki;wieś;Pasłęk;elbląski;warmińsko-mazurskie;154163
Baba;wieś;Skrwilno;rypiński;kujawsko-pomorskie;869732
Baba;wieś;Łyse;ostrołęcki;mazowieckie;513366
Babalice;wieś;Biskupiec;nowomiejski;warmińsko-mazurskie;840421
Babańce;wieś;Sejny;sejneński;podlaskie;767894
Babczów;wieś;Kobiele Wielkie;radomszczański;łódzkie;542801
Babczyzna;wieś;Ostrówek;lubartowski;lubelskie;388719
Babi Dół;wieś;Żukowo;kartuski;pomorskie;177106
Babia;wieś;Rzgów;koniński;wielkopolskie;293798
Babiak;wieś;Lidzbark Warmiński;lidzbarski;warmińsko-mazurskie;479623
Babiak;wieś;Babiak;kolski;wielkopolskie;280809
Babianka;wieś;Parczew;parczewski;lubelskie;16780
Babica;wieś;Wadowice;wadowicki;małopolskie;73750
Babica;wieś;Czudec;strzyżowski;podkarpackie;648310
Babice;wieś;Obsza;biłgorajski;lubelskie;896090
Babice;wieś;Lutomiersk;pabianicki;łódzkie;990853
Babice;wieś;Babice;chrzanowski;małopolskie;211808
Babice;wieś;Oświęcim;oświęcimski;małopolskie;63638
Babice;wieś;Trojanów;garwoliński;mazowieckie;692334
Babice;wieś;Baborów;głubczycki;opolskie;491015
Babice;wieś;Krzywcza;przemyski;podkarpackie;605022
Babice;wieś;Nędza;raciborski;śląskie;217580
Babice Nowe;wieś;Stare Babice;warszawski zachodni;mazowieckie;8929
Babicha;wieś;Tuszów Narodowy;mielecki;podkarpackie;664852
Babichy;wieś;Rzgów;łódzki wschodni;łódzkie;415681
Babiczki;wieś;Lutomiersk;pabianicki;łódzkie;705628
Babidół;wieś;Kolbudy;gdański;pomorskie;163819
Babiec Piaseczny;wieś;Rościszewo;sierpecki;mazowieckie;574066
Babiec Rżały;wieś;Rościszewo;sierpecki;mazowieckie;574072
Babiec-Więczanki;wieś;Rościszewo;sierpecki;mazowieckie;574089
Babienica;wieś;Woźniki;lubliniecki;śląskie;146850
Babieniec;wieś;Korsze;kętrzyński;warmińsko-mazurskie;478552
Babięta;wieś;Piecki;mrągowski;warmińsko-mazurskie;485925
Babięty Wielkie;wieś;Susz;iławski;warmińsko-mazurskie;157954
Babigoszcz;wieś;Przybiernów;goleniowski;zachodniopomorskie;781530
Babiki;wieś;Szudziałowo;sokólski;podlaskie;41890
Babilon;wieś;Lipsko;lipski;mazowieckie;627911
Babimost;miasto;Babimost;zielonogórski;lubuskie;988342
Babin;wieś;Krotoszyce;legnicki;dolnośląskie;364618
Babin;wieś;Bełżyce;lubelski;lubelskie;378460
Babin;wieś;Przyłęk;zwoleński;mazowieckie;633260
Babin;wieś;Strzałkowo;słupecki;wielkopolskie;296236
Babin;wieś;Bielice;pyrzycki;zachodniopomorskie;772814
Babina;wieś;Widawa;łaski;łódzkie;717270
Babinek;wieś;Banie;gryfiński;zachodniopomorskie;772636
Babinek;wieś;Bielice;pyrzycki;zachodniopomorskie;772820
Babino;wieś;Choroszcz;białostocki;podlaskie;25030
Babin-Olędry;wieś;Strzałkowo;słupecki;wielkopolskie;296271
Babki;wieś;Mosina;poznański;wielkopolskie;589412
Babki Gąseckie;wieś;Olecko;olecki;warmińsko-mazurskie;763241
Babki Oleckie;wieś;Olecko;olecki;warmińsko-mazurskie;763258
Babkowice;wieś;Pępowo;gostyński;wielkopolskie;374226
Baborowo;wieś;Szamotuły;szamotulski;wielkopolskie;595690
Baborów;miasto;Baborów;głubczycki;opolskie;965200
Baborówko;wieś;Szamotuły;szamotulski;wielkopolskie;595708
Baboszewo;wieś;Baboszewo;płoński;mazowieckie;111515
Babrosty;wieś;Pisz;piski;warmińsko-mazurskie;764134
Babsk;wieś;Urszulin;włodawski;lubelskie;108795
Babsk;wieś;Biała Rawska;rawski;łódzkie;723260
Babskie Budy;wieś;Wiskitki;żyrardowski;mazowieckie;739225
Babule;wieś;Padew Narodowa;mielecki;podkarpackie;803035
Baby;wieś;Dąbrowice;kutnowski;łódzkie;562867
Baby;wieś;Moszczenica;piotrkowski;łódzkie;546383
Baby;wieś;Ciechanów;ciechanowski;mazowieckie;112360
Baby;wieś;Kruszyna;częstochowski;śląskie;136768
Baby Dolne;wieś;Gostynin;gostyniński;mazowieckie;564145
Baby Górne;wieś;Gostynin;gostyniński;mazowieckie;564151
Bachanowo;wieś;Jeleniewo;suwalski;podlaskie;759200
Bachlawa;wieś;Lesko;leski;podkarpackie;355565
Bachmatówka;wieś;Sokółka;sokólski;podlaskie;39947
Bachorce;wieś;Kruszwica;inowrocławski;kujawsko-pomorskie;89419
Bachorza;wieś;Zakrzewo;aleksandrowski;kujawsko-pomorskie;872088
Bachorza;wieś;Huszlew;łosicki;mazowieckie;12463
Bachorza;wieś;Sokołów Podlaski;sokołowski;mazowieckie;688597
Bachorzew;wieś;Jarocin;jarociński;wielkopolskie;199310
Bachorzewo;wieś;Dobrzyń nad Wisłą;lipnowski;kujawsko-pomorskie;862180
Bachorzyn;wieś;Buczek;łaski;łódzkie;700281
Bachotek;wieś;Zbiczno;brodnicki;kujawsko-pomorskie;850773
Bachowice;wieś;Spytkowice;wadowicki;małopolskie;67613
Bachórz;wieś;Dynów;rzeszowski;podkarpackie;601202
Bachórzec;wieś;Dubiecko;przemyski;podkarpackie;600237
Bachów;wieś;Krzywcza;przemyski;podkarpackie;605080
Bachury;wieś;Michałowo;białostocki;podlaskie;34111
Baciki Bliższe;wieś;Siemiatycze;siemiatycki;podlaskie;39410
Baciki Dalsze;wieś;Siemiatycze;siemiatycki;podlaskie;39440
Baciki Średnie;wieś;Siemiatycze;siemiatycki;podlaskie;39456
Baciuty;wieś;Turośń Kościelna;białostocki;podlaskie;42458
Bacze;wieś;Opinogóra Górna;ciechanowski;mazowieckie;121376
Bacze Mokre;wieś;Zambrów;zambrowski;podlaskie;410755
Bacze Suche;wieś;Łomża;łomżyński;podlaskie;400580
Baczki;wieś;Repki;sokołowski;mazowieckie;684790
Baczki;wieś;Łochów;węgrowski;mazowieckie;678682
Baczków;wieś;Wola Mysłowska;łukowski;lubelskie;695605
Baczków;wieś;Bochnia;bocheński;małopolskie;811796
Baczyn;wieś;Budzów;suski;małopolskie;48685
Baczyna;wieś;Lubiszyn;gorzowski;lubuskie;182567
Baczyna;wieś;Końskie;konecki;świętokrzyskie;243369
Baczysław;wieś;Golczewo;kamieński;zachodniopomorskie;774859
Baćkowice;wieś;Baćkowice;opatowski;świętokrzyskie;786615
Badowo-Dańki;wieś;Mszczonów;żyrardowski;mazowieckie;732358
Badowo-Mściska;wieś;Mszczonów;żyrardowski;mazowieckie;732364
Badów Górny;wieś;Mszczonów;żyrardowski;mazowieckie;732370
Badrzychowice;wieś;Nowy Korczyn;buski;świętokrzyskie;255912
Badulki;wieś;Odrzywół;przysuski;mazowieckie;630020
Bagatele;wieś;Wąsewo;ostrowski;mazowieckie;522419
Bagatelka;wieś;Sokolniki;wieruszowski;łódzkie;208717
Bagicz;wieś;Ustronie Morskie;kołobrzeski;zachodniopomorskie;313986
Bagienica;wieś;Gostycyn;tucholski;kujawsko-pomorskie;85670
Bagienice;wieś;Chorzele;przasnyski;mazowieckie;507236
Bagienice;wieś;Wąsosz;grajewski;podlaskie;409516
Bagienice;wieś;Przytuły;łomżyński;podlaskie;404329
Bagienice;wieś;Mrągowo;mrągowski;warmińsko-mazurskie;482944
Bagienice Duże;wieś;Kuczbork-Osada;żuromiński;mazowieckie;117676
Bagienice Małe;wieś;Kuczbork-Osada;żuromiński;mazowieckie;117682
Bagienice Małe;wieś;Mrągowo;mrągowski;warmińsko-mazurskie;482950
Bagienice Nowe;wieś;Kuczbork-Osada;żuromiński;mazowieckie;117831
Bagienice Szlacheckie;wieś;Krasnosielc;makowski;mazowieckie;511670
Bagienice-Folwark;wieś;Krasnosielc;makowski;mazowieckie;511663
Bagieniec;wieś;Jaworzyna Śląska;świdnicki;dolnośląskie;852482
Bagienki;wieś;Tykocin;białostocki;podlaskie;43096
Bagieńsko;wieś;Miłomłyn;ostródzki;warmińsko-mazurskie;482045
Bagińskie;wieś;Grabowo;kolneński;podlaskie;396950
Bagna;wieś;Czersk;chojnicki;pomorskie;82794
Bagna;wieś;Przystajń;kłobucki;śląskie;143716
Bagna;wieś;Maszewo;goleniowski;zachodniopomorskie;778857
Bagniewko;wieś;Pruszcz;świecki;kujawsko-pomorskie;93852
Bagniewo;wieś;Pruszcz;świecki;kujawsko-pomorskie;93869
Bagniewo;wieś;Drezdenko;strzelecko-drezdenecki;lubuskie;181177
Bagniuki;wieś;Michałowo;białostocki;podlaskie;34128
Bagno;wieś;Oborniki Śląskie;trzebnicki;dolnośląskie;878547
Bagno;wieś;Lubień Kujawski;włocławski;kujawsko-pomorskie;865125
Bagno;wieś;Zwierzyniec;zamojski;lubelskie;906982
Bagno;wieś;Sława;wschowski;lubuskie;913700
Bagno;wieś;Rozprza;piotrkowski;łódzkie;550315
Bagno;wieś;Jaświły;moniecki;podlaskie;30952
Bagno;wieś;Nowe Miasto Lubawskie;nowomiejski;warmińsko-mazurskie;847067
Bagny;wieś;Dąbrowa Białostocka;sokólski;podlaskie;26420
Bajdy;wieś;Wojaszówka;krośnieński;podkarpackie;361844
Bajdy;wieś;Zalewo;iławski;warmińsko-mazurskie;490530
Bajerze;wieś;Kijewo Królewskie;chełmiński;kujawsko-pomorskie;844896
Bajki-Zalesie;wieś;Krypno;moniecki;podlaskie;32922
Bajory Małe;wieś;Srokowo;kętrzyński;warmińsko-mazurskie;488303
Bajory Wielkie;wieś;Srokowo;kętrzyński;warmińsko-mazurskie;488272
Bajtkowo;wieś;Ełk;ełcki;warmińsko-mazurskie;756123
Bakałarzewo;wieś;Bakałarzewo;suwalski;podlaskie;753231
Bakaniuk;wieś;Raczki;suwalski;podlaskie;766430
Bakuła;wieś;Baranowo;ostrołęcki;mazowieckie;505941
Bakus-Wanda;wieś;Wierzbica;chełmski;lubelskie;109211
Balbinów;wieś;Opatów;opatowski;świętokrzyskie;801183
Balcarzowice;wieś;Ujazd;strzelecki;opolskie;504315
Balcerów;wieś;Skierniewice;skierniewicki;łódzkie;737500
Balczewo;wieś;Inowrocław;inowrocławski;kujawsko-pomorskie;85835
Baldram;wieś;Kwidzyn;kwidzyński;pomorskie;151035
Baldwinowice;wieś;Ciepłowody;ząbkowicki;dolnośląskie;851749
Baldwinowice;wieś;Namysłów;namysłowski;opolskie;499413
Bale;wieś;Mokobody;siedlecki;mazowieckie;682070
Balewo;wieś;Markusy;elbląski;warmińsko-mazurskie;152081
Balice;wieś;Janikowo;inowrocławski;kujawsko-pomorskie;86349
Balice;wieś;Zabierzów;krakowski;małopolskie;343533
Balice;wieś;Gnojno;buski;świętokrzyskie;237989
Baligród;wieś;Baligród;leski;podkarpackie;344403
Baliki;wieś;Nowogród;łomżyński;podlaskie;402537
Balików;wieś;Żychlin;kutnowski;łódzkie;580115
Balin;wieś;Inowrocław;inowrocławski;kujawsko-pomorskie;85841
Balin;wieś;Rypin;rypiński;kujawsko-pomorskie;868796
Balin;wieś;Poddębice;poddębicki;łódzkie;710339
Balin;wieś;Chrzanów;chrzanowski;małopolskie;213380
Balinka;wieś;Sztabin;augustowski;podlaskie;769315
Balków;wieś;Piątek;łęczycki;łódzkie;572972
Bałaje;wieś;Lubaczów;lubaczowski;podkarpackie;605878
Bałamątek;wieś;Ustka;słupski;pomorskie;752295
Bałamutowo;wieś;Stare Juchy;ełcki;warmińsko-mazurskie;768468
Bałażówka;wieś;Limanowa;limanowski;małopolskie;438400
Bałąg;wieś;Jonkowo;olsztyński;warmińsko-mazurskie;477274
Bałdoń;wieś;Godziesze Wielkie;kaliski;wielkopolskie;198077
Bałdowice;wieś;Kobyla Góra;ostrzeszowski;wielkopolskie;199964
Bałdowo;wieś;Wielgie;lipnowski;kujawsko-pomorskie;871367
Bałdowo;wieś;Tczew;tczewski;pomorskie;175573
Bałdrzychów;wieś;Poddębice;poddębicki;łódzkie;710345
Bałdzki Piec;wieś;Purda;olsztyński;warmińsko-mazurskie;486480
Bałki;wieś;Repki;sokołowski;mazowieckie;684808
Bałków;wieś;Radków;włoszczowski;świętokrzyskie;143998
Bałtów;wieś;Żyrzyn;puławski;lubelskie;394341
Bałtów;wieś;Bałtów;ostrowiecki;świętokrzyskie;226299
Bałucianka;wieś;Rymanów;krośnieński;podkarpackie;358753
Bałucz;wieś;Łask;łaski;łódzkie;706881
Bałupiany;wieś;Gołdap;gołdapski;warmińsko-mazurskie;758323
Banachy;wieś;Harasiuki;niżański;podkarpackie;793070
Bandrów Narodowy;wieś;Ustrzyki Dolne;bieszczadzki;podkarpackie;361502
Bandysie;wieś;Czarnia;ostrołęcki;mazowieckie;507940
Bania;wieś;Słupia (Konecka);konecki;świętokrzyskie;269570
Banica;wieś;Uście Gorlickie;gorlicki;małopolskie;467896
Banie;wieś;Banie;gryfiński;zachodniopomorskie;772642
Banie Mazurskie;wieś;Banie Mazurskie;gołdapski;warmińsko-mazurskie;753550
Baniewice;wieś;Banie;gryfiński;zachodniopomorskie;772659
Baniewo;wieś;Malechowo;sławieński;zachodniopomorskie;307879
Banino;wieś;Żukowo;kartuski;pomorskie;177112
Baniocha;wieś;Góra Kalwaria;piaseczyński;mazowieckie;1519
Bańki;wieś;Bielsk Podlaski;bielski;podlaskie;23260
Bańkowszczyzna;wieś;Rejowiec;chełmski;lubelskie;105472
Bańska Niżna;wieś;Szaflary;nowotarski;małopolskie;466299
Bańska Wyżna;wieś;Szaflary;nowotarski;małopolskie;466359
Barak;wieś;Jastków;lubelski;lubelskie;381440
Barak;wieś;Szydłowiec;szydłowiecki;mazowieckie;639162
Baraki;wieś;Siennica Różana;krasnostawski;lubelskie;108080
Baraki;wieś;Annopol;kraśnicki;lubelskie;786220
Baraki;wieś;Zakrzew;lubelski;lubelskie;905698
Baraki;wieś;Sochocin;płoński;mazowieckie;125693
Baraki Chotumskie;wieś;Ciechanów;ciechanowski;mazowieckie;112377
Baran;wieś;Firlej;lubartowski;lubelskie;380480
Baran;wieś;Mniów;kielecki;świętokrzyskie;253043
Baranica;wieś;Gorzków;krasnostawski;lubelskie;888221
Baraniec;wieś;Ojrzeń;ciechanowski;mazowieckie;121063
Baraniec;wieś;Karniewo;makowski;mazowieckie;116754
Baraniec;wieś;Pyzdry;wrzesiński;wielkopolskie;292936
Baranki;wieś;Juchnowiec Kościelny;białostocki;podlaskie;31207
Barankowo;wieś;Krajenka;złotowski;wielkopolskie;526624
Baranowice;wieś;Wąsosz;górowski;dolnośląskie;377041
Baranowice;wieś;Milicz;milicki;dolnośląskie;883927
Baranowice;wieś;Kąty Wrocławskie;wrocławski;dolnośląskie;874868
Baranowice;wieś;Santok;gorzowski;lubuskie;186588
Baranowiec;wieś;Dąbie;kolski;wielkopolskie;282270
Baranowizna;wieś;Bedlno;kutnowski;łódzkie;558720
Baranowo;wieś;Kruszwica;inowrocławski;kujawsko-pomorskie;89425
Baranowo;wieś;Baranowo;ostrołęcki;mazowieckie;505958
Baranowo;wieś;Rutka-Tartak;suwalski;podlaskie;767279
Baranowo;wieś;Parchowo;bytowski;pomorskie;748833
Baranowo;wieś;Mikołajki;mrągowski;warmińsko-mazurskie;762017
Baranowo;wieś;Wielbark;szczycieński;warmińsko-mazurskie;490168
Baranowo;wieś;Łubowo;gnieźnieński;wielkopolskie;588335
Baranowo;wieś;Mosina;poznański;wielkopolskie;589524
Baranowo;wieś;Tarnowo Podgórne;poznański;wielkopolskie;597280
Baranów;wieś;Baranów;grodziski;mazowieckie;722822
Baranów;wieś;Chotcza;lipski;mazowieckie;616043
Baranów;wieś;Busko-Zdrój;buski;świętokrzyskie;231389
Baranów;wieś;Skalbmierz;kazimierski;świętokrzyskie;267565
Baranów;wieś;Baranów;kępiński;wielkopolskie;193476
Baranów Sandomierski;miasto;Baranów Sandomierski;tarnobrzeski;podkarpackie;980352
Baranówek;wieś;Baćkowice;opatowski;świętokrzyskie;786650
Baranówek;wieś;Pleszew;pleszewski;wielkopolskie;206859
Baranówka;wieś;Lubartów;lubartowski;lubelskie;384578
Baranówka;wieś;Kocmyrzów-Luborzyca;krakowski;małopolskie;322092
Baranówko;wieś;Mosina;poznański;wielkopolskie;589441
Barany;wieś;Lipno;lipnowski;kujawsko-pomorskie;864278
Barany;wieś;Pajęczno;pajęczański;łódzkie;141249
Barany;wieś;Ełk;ełcki;warmińsko-mazurskie;756130
Barany;wieś;Świętajno;olecki;warmińsko-mazurskie;770790
Barbarka;wieś;Skała;krakowski;małopolskie;334066
Barbarka;wieś;Golina;koniński;wielkopolskie;283222
Barbarówka;wieś;Dorohusk;chełmski;lubelskie;102367
Barce;wieś;Kramsk;koniński;wielkopolskie;288254
Barchaczów;wieś;Łabunie;zamojski;lubelskie;893156
Barchlin;wieś;Przemęt;wolsztyński;wielkopolskie;375250
Barchnowy;wieś;Starogard Gdański;starogardzki;pomorskie;173232
Barchów;wieś;Łochów;węgrowski;mazowieckie;678707
Barciany;wieś;Barciany;kętrzyński;warmińsko-mazurskie;468996
Barcice;wieś;Somianka;wyszkowski;mazowieckie;520018
Barcice;wieś;Ryjewo;kwidzyński;pomorskie;156200
Barcice;wieś;Stary Sącz;nowosądecki;małopolskie;465288
Barcice Dolne;wieś;Stary Sącz;nowosądecki;małopolskie;465271
Barcice Drwalewskie;wieś;Chynów;grójecki;mazowieckie;616445
Barcice Rososkie;wieś;Chynów;grójecki;mazowieckie;616451
Barcikowo;wieś;Lubanie;włocławski;kujawsko-pomorskie;864953
Barcikowo;wieś;Słupno;płocki;mazowieckie;575628
Barcikowo;wieś;Dobre Miasto;olsztyński;warmińsko-mazurskie;472644
Barcin;miasto;Barcin;żniński;kujawsko-pomorskie;928825
Barcinek;wieś;Stara Kamienica;jeleniogórski;dolnośląskie;192324
Barcino;wieś;Kępice;słupski;pomorskie;744887
Barcin-Wieś;wieś;Barcin;żniński;kujawsko-pomorskie;79295
Barciszewo;wieś;Bartoszyce;bartoszycki;warmińsko-mazurskie;470289
Barcza;wieś;Masłów;kielecki;świętokrzyskie;249768
Barcząca;wieś;Mińsk Mazowiecki;miński;mazowieckie;681508
Barczew;wieś;Brzeźnio;sieradzki;łódzkie;699721
Barczewko;wieś;Barczewo;olsztyński;warmińsko-mazurskie;469719
Barczewo;miasto;Barczewo;olsztyński;warmińsko-mazurskie;964577
Barczkowice;wieś;Kamieńsk;radomszczański;łódzkie;541084
Barczków;wieś;Szczurowa;brzeski;małopolskie;831362
Barczygłów;wieś;Stare Miasto;koniński;wielkopolskie;295892
Barczyzna;wieś;Nekla;wrzesiński;wielkopolskie;590208
Bardo;miasto;Bardo;ząbkowicki;dolnośląskie;983801
Bardo;wieś;Raków;kielecki;świętokrzyskie;265164
Bardo;wieś;Września;wrzesiński;wielkopolskie;597699
Bardy;wieś;Dygowo;kołobrzeski;zachodniopomorskie;305981
Bardyny;wieś;Wilczęta;braniewski;warmińsko-mazurskie;159249
Bardzice;wieś;Kowala;radomski;mazowieckie;626923
Bardzinek;wieś;Krośniewice;kutnowski;łódzkie;567764
Bardzynin;wieś;Dalików;poddębicki;łódzkie;701814
Bargłów Dworny;wieś;Bargłów Kościelny;augustowski;podlaskie;754182
Bargłów Kościelny;wieś;Bargłów Kościelny;augustowski;podlaskie;754207
Bargłówka;wieś;Bargłów Kościelny;augustowski;podlaskie;754236
Bargłówka;wieś;Sośnicowice;gliwicki;śląskie;221830
Bargły;wieś;Poczesna;częstochowski;śląskie;142415
Bargów;wieś;Torzym;sulęciński;lubuskie;915260
Barki;wieś;Cyców;łęczyński;lubelskie;101899
Barkocin;wieś;Kołczygłowy;bytowski;pomorskie;745906
Barkowice;wieś;Sulejów;piotrkowski;łódzkie;552225
Barkowice Mokre;wieś;Sulejów;piotrkowski;łódzkie;552231
Barkowo;wieś;Żmigród;trzebnicki;dolnośląskie;883933
Barkowo;wieś;Człuchów;człuchowski;pomorskie;742693
Barkowo;wieś;Gołdap;gołdapski;warmińsko-mazurskie;758330
Barlewice;wieś;Sztum;sztumski;pomorskie;158445
Barlinek;miasto;Barlinek;myśliborski;zachodniopomorskie;935268
Barłogi;wieś;Kurów;puławski;lubelskie;384331
Barłogi;wieś;Bobrowice;krośnieński;lubuskie;907651
Barłogi;wieś;Grzegorzew;kolski;wielkopolskie;285020
Barłogi;wieś;Rzgów;koniński;wielkopolskie;293812
Barłomino;wieś;Luzino;wejherowski;pomorskie;166835
Barłożnia Gościeszyńska;wieś;Wolsztyn;wolsztyński;wielkopolskie;916242
Barłożnia Wolsztyńska;wieś;Wolsztyn;wolsztyński;wielkopolskie;916259
Barłożno;wieś;Skórcz;starogardzki;pomorskie;171990
Barniewice;wieś;Żukowo;kartuski;pomorskie;177129
Barnim;wieś;Warnice;pyrzycki;zachodniopomorskie;784846
Barnimie;wieś;Drawno;choszczeński;zachodniopomorskie;180692
Barnisław;wieś;Kołbaskowo;policki;zachodniopomorskie;777734
Barnowiec;wieś;Łabowa;nowosądecki;małopolskie;442560
Barnowiec;wieś;Kołczygłowy;bytowski;pomorskie;745935
Barnówko;wieś;Dębno;myśliborski;zachodniopomorskie;179690
Barszcze;wieś;Bargłów Kościelny;augustowski;podlaskie;754259
Barszczewo;wieś;Choroszcz;białostocki;podlaskie;25046
Barszczewo;wieś;Michałowo;białostocki;podlaskie;34134
Barszczowa Góra;wieś;Nowinka;augustowski;podlaskie;762827
Barszczówka;wieś;Turośń Kościelna;białostocki;podlaskie;42493
Barszów;wieś;Polkowice;polkowicki;dolnośląskie;1004856
Bartąg;wieś;Stawiguda;olsztyński;warmińsko-mazurskie;488830
Bartel Wielki;wieś;Kaliska;starogardzki;pomorskie;162010
Bartężek;wieś;Morąg;ostródzki;warmińsko-mazurskie;482370
Bartki;wieś;Jedwabne;łomżyński;podlaskie;397894
Bartki;wieś;Lelkowo;braniewski;warmińsko-mazurskie;151590
Bartki;wieś;Kozłowo;nidzicki;warmińsko-mazurskie;479215
Bartkowa-Posadowa;wieś;Gródek nad Dunajcem;nowosądecki;małopolskie;426035
Bartkowice;wieś;Kłomnice;częstochowski;śląskie;134114
Bartkowo;wieś;Gryfino;gryfiński;zachodniopomorskie;776210
Bartków;wieś;Wąsosz;górowski;dolnośląskie;377058
Bartków;wieś;Dobroszyce;oleśnicki;dolnośląskie;874093
Bartków;wieś;Zagnańsk;kielecki;świętokrzyskie;279752
Bartlewo;wieś;Lisewo;chełmiński;kujawsko-pomorskie;846033
Bartłomiejowice;wieś;Osięciny;radziejowski;kujawsko-pomorskie;866900
Bartłomiejowice;wieś;Wąwolnica;puławski;lubelskie;392980
Bartne;wieś;Sękowa;gorlicki;małopolskie;464739
Bartnia Góra;wieś;Filipów;suwalski;podlaskie;757045
Bartnica;wieś;Nowa Ruda;kłodzki;dolnośląskie;853984
Bartniczka;wieś;Bartniczka;brodnicki;kujawsko-pomorskie;843721
Bartniki;wieś;Milicz;milicki;dolnośląskie;877602
Bartniki;wieś;Brodnica;brodnicki;kujawsko-pomorskie;841060
Bartniki;wieś;Przasnysz;przasnyski;mazowieckie;517708
Bartniki;wieś;Puszcza Mariańska;żyrardowski;mazowieckie;734618
